id,serie_bac,note_maths,note_sciences,note_langues,note_eco,matieres_preferees,competences,interets,environnement,metiers_vises,filiere
syn-02658,Technique genie civil,2,3,4,4,Economie / Gestion|Sport,Travail en equipe|Organisation / gestion de projet|Analyse de donnees / logique,Entrepreneuriat / business|Sante / social|Technologie / informatique,Bureau,Commerce / relation client,CAA
syn-02659,A2,2,2,3,3,Langues etrangeres|Informatique / Technologie|Sport,Programmation|Redaction / communication|Travail en equipe|Creativite / design,BTP / construction|Entrepreneuriat / business|Tourisme / hotellerie|Droit / justice,Laboratoire,Recherche / enseignement|Technique / ingenierie,TEH
syn-02660,Technique industrielle,2,3,3,2,Economie / Gestion|Francais / Litterature|SVT,Organisation / gestion de projet|Vente / negociation|Analyse de donnees / logique|Creativite / design,Entrepreneuriat / business|Finance / comptabilite,Laboratoire,Creation / design,CAA
syn-02661,S,5,5,3,3,SVT|Mathematiques,Electronique / bricolage technique|Travail en equipe|Analyse de donnees / logique,Sciences|Tourisme / hotellerie,Terrain / exterieur,Technique / ingenierie,EMII
syn-02662,A2,2,3,4,2,Informatique / Technologie|Physique-Chimie|Histoire-Geographie,Electronique / bricolage technique|Programmation,Tourisme / hotellerie|Sciences,Terrain / exterieur,Entrepreneur / independant|Gestion / management,TEE
syn-02663,C,4,3,3,4,SVT|Francais / Litterature|Histoire-Geographie,Redaction / communication|Electronique / bricolage technique|Vente / negociation|Organisation / gestion de projet,Tourisme / hotellerie|Agriculture / environnement,Mixte,Creation / design,TEE
syn-02664,Technique industrielle,3,3,4,2,Histoire-Geographie|Mathematiques|Sport,Analyse de donnees / logique|Creativite / design|Travail en equipe,Communication / medias|Tourisme / hotellerie,Laboratoire,Creation / design|Technique / ingenierie,IMTICIA
syn-02665,Technique industrielle,2,2,4,1,Sport|Francais / Litterature,Travail en equipe|Analyse de donnees / logique|Vente / negociation|Redaction / communication,Droit / justice|Tourisme / hotellerie,Atelier / usine,Creation / design|Technique / ingenierie,TEE
syn-02666,A2,4,2,4,4,Histoire-Geographie|Francais / Litterature,Redaction / communication|Creativite / design|Programmation|Organisation / gestion de projet,BTP / construction|Art / design / audiovisuel|Technologie / informatique,Terrain / exterieur,Entrepreneur / independant,TEE
syn-02667,A1,3,1,4,4,Langues etrangeres|Francais / Litterature|Sport,Redaction / communication|Creativite / design|Travail en equipe|Vente / negociation,Technologie / informatique|Communication / medias,Mixte,Creation / design,TEH
syn-02668,S,4,3,4,3,SVT|Langues etrangeres|Arts,Organisation / gestion de projet|Programmation|Vente / negociation|Travail en equipe,Communication / medias|Art / design / audiovisuel,Atelier / usine,Gestion / management,IMTICIA
syn-02669,S,3,4,4,2,Mathematiques|Economie / Gestion,Analyse de donnees / logique|Organisation / gestion de projet,Droit / justice|Entrepreneuriat / business|Technologie / informatique,Bureau,Entrepreneur / independant|Commerce / relation client,ISAIA
syn-02670,A2,4,2,4,4,Langues etrangeres|Arts,Creativite / design|Redaction / communication,Communication / medias|Droit / justice,Bureau,Creation / design|Entrepreneur / independant,DTJA
syn-02671,Technique industrielle,3,3,2,3,Sport|SVT,Analyse de donnees / logique|Travail en equipe,Sante / social|BTP / construction|Tourisme / hotellerie,Mixte,Technique / ingenierie|Commerce / relation client,TEH
syn-02672,D,3,3,2,2,Physique-Chimie|Arts,Creativite / design|Analyse de donnees / logique,Tourisme / hotellerie|BTP / construction|Art / design / audiovisuel,Bureau,Gestion / management,IMTICIA
syn-02673,D,4,1,3,1,Langues etrangeres|Histoire-Geographie|Francais / Litterature,Organisation / gestion de projet|Redaction / communication|Electronique / bricolage technique,Communication / medias|Droit / justice,Terrain / exterieur,Gestion / management|Technique / ingenierie,DTJA
syn-02674,D,5,2,4,2,Arts|Physique-Chimie|Informatique / Technologie,Electronique / bricolage technique|Analyse de donnees / logique,BTP / construction|Technologie / informatique,Atelier / usine,Entrepreneur / independant,EMII
syn-02675,D,2,3,3,4,Informatique / Technologie|Francais / Litterature|Physique-Chimie,Electronique / bricolage technique|Redaction / communication|Creativite / design|Programmation,BTP / construction|Droit / justice|Technologie / informatique,Laboratoire,Entrepreneur / independant|Commerce / relation client,ESIIA
syn-02676,D,3,3,3,5,Langues etrangeres|Arts,Creativite / design|Redaction / communication|Travail en equipe|Analyse de donnees / logique,Droit / justice|Art / design / audiovisuel|Sante / social|Technologie / informatique,Atelier / usine,Entrepreneur / independant|Recherche / enseignement,DTJA
syn-02677,S,4,5,3,2,Physique-Chimie|SVT|Histoire-Geographie,Analyse de donnees / logique|Travail en equipe,Sciences|Tourisme / hotellerie,Bureau,Gestion / management|Recherche / enseignement,PIP
syn-02678,C,3,3,5,5,Histoire-Geographie|Francais / Litterature|Arts,Creativite / design|Vente / negociation|Redaction / communication,Tourisme / hotellerie|Droit / justice|Communication / medias,Mixte,Creation / design,EMP
syn-02679,L,2,2,5,3,SVT|Economie / Gestion|Mathematiques,Vente / negociation|Creativite / design,Agriculture / environnement|BTP / construction|Finance / comptabilite|Technologie / informatique,Mixte,Commerce / relation client,CAA
syn-02680,D,3,2,4,5,Arts|Economie / Gestion|Histoire-Geographie,Analyse de donnees / logique|Organisation / gestion de projet|Redaction / communication,Art / design / audiovisuel|Tourisme / hotellerie|Entrepreneuriat / business,Laboratoire,Recherche / enseignement,CAA
syn-02681,C,4,5,4,3,Mathematiques|Arts,Creativite / design|Electronique / bricolage technique|Analyse de donnees / logique|Redaction / communication,Sciences|Communication / medias|Entrepreneuriat / business|Art / design / audiovisuel,Atelier / usine,Recherche / enseignement,EMII
syn-02682,L,3,2,4,3,Histoire-Geographie|Informatique / Technologie|Physique-Chimie,Travail en equipe|Analyse de donnees / logique|Electronique / bricolage technique|Programmation,Technologie / informatique|Art / design / audiovisuel,Terrain / exterieur,Entrepreneur / independant|Recherche / enseignement,TEH
syn-02683,S,4,4,4,2,Langues etrangeres|Economie / Gestion|Sport,Travail en equipe|Redaction / communication,Entrepreneuriat / business|Communication / medias,Bureau,Commerce / relation client,CAA
syn-02684,A2,3,3,3,5,Economie / Gestion|Mathematiques,Vente / negociation|Redaction / communication|Creativite / design,Entrepreneuriat / business|Finance / comptabilite,Mixte,Commerce / relation client,CAA
syn-02685,A2,3,3,4,4,Arts|Informatique / Technologie,Creativite / design|Vente / negociation|Programmation|Organisation / gestion de projet,Communication / medias|Finance / comptabilite|Entrepreneuriat / business,Bureau,Commerce / relation client|Entrepreneur / independant,CAA
syn-02686,D,1,3,3,3,Mathematiques|Francais / Litterature,Redaction / communication|Analyse de donnees / logique,Sciences|Finance / comptabilite|Communication / medias|Droit / justice,Terrain / exterieur,Commerce / relation client|Technique / ingenierie,ICMP
syn-02687,C,3,4,4,3,Economie / Gestion|Sport|Francais / Litterature,Electronique / bricolage technique|Organisation / gestion de projet,Droit / justice|Finance / comptabilite|Technologie / informatique|Art / design / audiovisuel,Mixte,Commerce / relation client|Technique / ingenierie,FIC
syn-02688,D,4,3,3,4,Histoire-Geographie|Arts,Electronique / bricolage technique|Creativite / design|Analyse de donnees / logique,Sciences|Art / design / audiovisuel|BTP / construction|Communication / medias,Laboratoire,Recherche / enseignement,ISAIA
syn-02689,C,4,4,2,4,Arts|SVT|Histoire-Geographie,Creativite / design|Electronique / bricolage technique|Vente / negociation,Sante / social|Art / design / audiovisuel|Communication / medias,Bureau,Commerce / relation client,IMTICIA
syn-02690,C,3,2,3,3,Economie / Gestion|Informatique / Technologie|Mathematiques,Vente / negociation|Programmation|Analyse de donnees / logique|Organisation / gestion de projet,Technologie / informatique|Droit / justice|Finance / comptabilite|Entrepreneuriat / business,Terrain / exterieur,Technique / ingenierie,IGGLIA
syn-02691,A1,2,3,3,5,SVT|Histoire-Geographie|Arts,Creativite / design|Electronique / bricolage technique,Art / design / audiovisuel|Communication / medias|Sciences,Laboratoire,Technique / ingenierie|Commerce / relation client,EMP
syn-02692,S,4,4,3,4,Mathematiques|Langues etrangeres|Histoire-Geographie,Analyse de donnees / logique|Redaction / communication|Travail en equipe,Communication / medias|BTP / construction|Sante / social,Mixte,Gestion / management,TEE
syn-02693,D,1,3,3,2,Histoire-Geographie|Economie / Gestion,Organisation / gestion de projet|Redaction / communication|Creativite / design|Travail en equipe,Droit / justice|Finance / comptabilite|Tourisme / hotellerie,Mixte,Creation / design|Gestion / management,EMP
syn-02694,C,4,4,3,3,Francais / Litterature|Arts,Organisation / gestion de projet|Electronique / bricolage technique|Creativite / design,Communication / medias|Art / design / audiovisuel|Tourisme / hotellerie,Mixte,Recherche / enseignement,PIP
syn-02695,A1,3,3,3,5,Informatique / Technologie|Physique-Chimie,Electronique / bricolage technique|Analyse de donnees / logique|Creativite / design,Tourisme / hotellerie|Sciences,Terrain / exterieur,Gestion / management|Creation / design,FIC
syn-02696,C,4,2,4,2,Arts|Mathematiques|Physique-Chimie,Vente / negociation|Creativite / design|Electronique / bricolage technique,BTP / construction|Communication / medias|Sciences|Art / design / audiovisuel,Laboratoire,Entrepreneur / independant,GCA
syn-02697,D,3,3,3,2,Economie / Gestion|Langues etrangeres|Francais / Litterature,Vente / negociation|Redaction / communication|Organisation / gestion de projet,Droit / justice|Entrepreneuriat / business,Bureau,Commerce / relation client,CAA
syn-02698,Technique genie civil,5,4,2,5,Informatique / Technologie|SVT,Electronique / bricolage technique|Vente / negociation|Redaction / communication,Agriculture / environnement|Sante / social|Technologie / informatique,Bureau,Commerce / relation client,CAA
syn-02699,Technique agricole,4,5,3,3,Informatique / Technologie|SVT,Travail en equipe|Analyse de donnees / logique|Electronique / bricolage technique,Sante / social|Agriculture / environnement,Laboratoire,Entrepreneur / independant,PIP
syn-02700,C,3,3,3,4,Informatique / Technologie|SVT|Histoire-Geographie,Electronique / bricolage technique|Analyse de donnees / logique,Finance / comptabilite|Agriculture / environnement,Terrain / exterieur,Commerce / relation client|Entrepreneur / independant,AEE
syn-02701,S,2,2,3,3,Mathematiques|Sport|SVT,Analyse de donnees / logique|Travail en equipe|Redaction / communication,Art / design / audiovisuel|Technologie / informatique|Sciences,Terrain / exterieur,Creation / design,ISAIA
syn-02702,L,2,2,3,2,Arts|Langues etrangeres|Informatique / Technologie,Redaction / communication|Programmation|Electronique / bricolage technique,Agriculture / environnement|Sciences,Terrain / exterieur,Entrepreneur / independant,TEE
syn-02703,S,3,3,4,4,Physique-Chimie|Economie / Gestion|Histoire-Geographie,Travail en equipe|Analyse de donnees / logique,Sante / social|Sciences|Art / design / audiovisuel,Bureau,Entrepreneur / independant|Recherche / enseignement,PIP
syn-02704,L,3,4,4,4,Francais / Litterature|Mathematiques,Redaction / communication|Vente / negociation|Travail en equipe|Programmation,Sciences|BTP / construction|Communication / medias|Entrepreneuriat / business,Terrain / exterieur,Creation / design,CAA
syn-02705,S,3,3,3,2,SVT|Mathematiques|Informatique / Technologie,Analyse de donnees / logique|Organisation / gestion de projet|Electronique / bricolage technique,Communication / medias|Technologie / informatique,Bureau,Commerce / relation client,IGGLIA
syn-02706,L,2,3,3,3,Arts|Francais / Litterature,Travail en equipe|Analyse de donnees / logique|Programmation|Creativite / design,Sante / social|Art / design / audiovisuel,Bureau,Technique / ingenierie,TEH
syn-02707,A1,2,1,3,2,Francais / Litterature|Sport,Redaction / communication|Travail en equipe,BTP / construction|Agriculture / environnement,Mixte,Entrepreneur / independant|Creation / design,TEE
syn-02708,A1,3,2,4,3,Langues etrangeres|Arts,Vente / negociation|Creativite / design|Analyse de donnees / logique|Travail en equipe,Communication / medias|Sante / social|Tourisme / hotellerie|Art / design / audiovisuel,Bureau,Entrepreneur / independant|Creation / design,TEH
syn-02709,S,4,3,4,2,Francais / Litterature|Mathematiques|SVT,Travail en equipe|Vente / negociation|Redaction / communication,Communication / medias|Sante / social,Mixte,Gestion / management,IGGLIA
syn-02710,Technique agricole,4,5,3,2,Francais / Litterature|Sport|SVT,Travail en equipe|Programmation|Redaction / communication,Droit / justice|Sciences|Communication / medias|Sante / social,Bureau,Gestion / management|Entrepreneur / independant,DTJA
syn-02711,D,4,3,3,1,Langues etrangeres|Francais / Litterature|Sport,Travail en equipe|Redaction / communication|Electronique / bricolage technique|Programmation,Entrepreneuriat / business|Communication / medias|Sante / social,Mixte,Commerce / relation client|Entrepreneur / independant,CAA
syn-02712,S,3,4,4,4,Langues etrangeres|Economie / Gestion|Francais / Litterature,Vente / negociation|Redaction / communication,Agriculture / environnement|Droit / justice|Tourisme / hotellerie|Communication / medias,Laboratoire,Commerce / relation client,DTJA
syn-02713,Technique industrielle,3,4,3,3,Francais / Litterature|Langues etrangeres,Vente / negociation|Redaction / communication,Communication / medias|BTP / construction|Droit / justice,Terrain / exterieur,Gestion / management|Commerce / relation client,DTJA
syn-02714,A1,2,1,4,5,Mathematiques|Langues etrangeres|Sport,Travail en equipe|Programmation|Electronique / bricolage technique|Vente / negociation,Sciences|Tourisme / hotellerie|Finance / comptabilite|Communication / medias,Bureau,Technique / ingenierie,TEH
syn-02715,S,3,4,2,2,Informatique / Technologie|SVT|Francais / Litterature,Redaction / communication|Electronique / bricolage technique|Programmation,Droit / justice|Communication / medias|Sciences,Terrain / exterieur,Entrepreneur / independant|Creation / design,PIP
syn-02716,Technique industrielle,3,5,5,3,Langues etrangeres|SVT|Histoire-Geographie,Analyse de donnees / logique|Redaction / communication|Electronique / bricolage technique,Tourisme / hotellerie|Art / design / audiovisuel,Laboratoire,Commerce / relation client|Recherche / enseignement,TEH
syn-02717,D,2,4,3,4,Arts|Langues etrangeres,Organisation / gestion de projet|Electronique / bricolage technique|Creativite / design|Redaction / communication,Art / design / audiovisuel|Communication / medias|Entrepreneuriat / business,Bureau,Recherche / enseignement|Entrepreneur / independant,IMTICIA
syn-02718,D,4,3,2,3,Sport|Histoire-Geographie,Travail en equipe|Electronique / bricolage technique|Analyse de donnees / logique,Droit / justice|Tourisme / hotellerie|Technologie / informatique,Atelier / usine,Recherche / enseignement|Entrepreneur / independant,ISAIA
syn-02719,D,3,4,4,4,Informatique / Technologie|Langues etrangeres,Redaction / communication|Travail en equipe|Programmation|Organisation / gestion de projet,Entrepreneuriat / business|Communication / medias|Tourisme / hotellerie|BTP / construction,Atelier / usine,Commerce / relation client|Entrepreneur / independant,CAA
syn-02720,Technique industrielle,4,3,4,3,Histoire-Geographie|Arts|SVT,Vente / negociation|Analyse de donnees / logique,Sante / social|Tourisme / hotellerie|Communication / medias,Bureau,Recherche / enseignement,TEE
syn-02721,A1,4,1,3,4,Histoire-Geographie|Francais / Litterature|Arts,Redaction / communication|Creativite / design,Tourisme / hotellerie|Communication / medias|Droit / justice,Bureau,Commerce / relation client|Creation / design,DTJA
syn-02722,A2,4,2,2,3,Histoire-Geographie|Informatique / Technologie,Programmation|Redaction / communication|Travail en equipe,Droit / justice|Tourisme / hotellerie,Mixte,Entrepreneur / independant,TEH
syn-02723,L,1,4,3,5,Sport|SVT|Histoire-Geographie,Creativite / design|Electronique / bricolage technique|Programmation|Analyse de donnees / logique,Agriculture / environnement|Art / design / audiovisuel|Sante / social,Laboratoire,Gestion / management,EMP
syn-02724,D,3,3,2,2,Histoire-Geographie|Arts|Physique-Chimie,Programmation|Analyse de donnees / logique|Organisation / gestion de projet|Vente / negociation,Sante / social|Art / design / audiovisuel|Communication / medias|Droit / justice,Atelier / usine,Recherche / enseignement|Technique / ingenierie,IGGLIA
syn-02725,D,3,2,4,3,SVT|Physique-Chimie|Langues etrangeres,Electronique / bricolage technique|Organisation / gestion de projet|Analyse de donnees / logique|Redaction / communication,Finance / comptabilite|Agriculture / environnement,Mixte,Technique / ingenierie,EMP
syn-02726,S,3,3,3,4,Mathematiques|Histoire-Geographie|Economie / Gestion,Analyse de donnees / logique|Vente / negociation|Travail en equipe,Finance / comptabilite|Droit / justice|Sante / social,Mixte,Gestion / management,EMP
syn-02727,A1,4,3,2,4,Informatique / Technologie|Sport|Mathematiques,Travail en equipe|Programmation,Sciences|Entrepreneuriat / business|BTP / construction,Mixte,Technique / ingenierie,TEH
syn-02728,A2,1,2,5,3,Francais / Litterature|Langues etrangeres,Electronique / bricolage technique|Vente / negociation|Travail en equipe|Redaction / communication,Sciences|Droit / justice|Communication / medias,Laboratoire,Gestion / management,DTJA
syn-02729,C,3,4,4,3,Economie / Gestion|Langues etrangeres|Histoire-Geographie,Programmation|Analyse de donnees / logique|Vente / negociation|Travail en equipe,Communication / medias|Finance / comptabilite|Tourisme / hotellerie,Mixte,Technique / ingenierie|Commerce / relation client,TEH
syn-02730,A2,2,3,4,3,SVT|Francais / Litterature,Redaction / communication|Vente / negociation|Analyse de donnees / logique|Organisation / gestion de projet,Sante / social|Technologie / informatique|Agriculture / environnement,Bureau,Gestion / management|Recherche / enseignement,DTJA
syn-02731,D,4,4,4,4,Economie / Gestion|SVT|Mathematiques,Vente / negociation|Travail en equipe,Sante / social|Droit / justice|Agriculture / environnement|Tourisme / hotellerie,Mixte,Technique / ingenierie|Entrepreneur / independant,CAA
syn-02732,S,5,2,2,2,Arts|Mathematiques,Programmation|Analyse de donnees / logique,Agriculture / environnement|Finance / comptabilite|Art / design / audiovisuel,Mixte,Recherche / enseignement,ISAIA
syn-02733,A2,4,3,3,2,Informatique / Technologie|Economie / Gestion,Analyse de donnees / logique|Programmation|Organisation / gestion de projet|Redaction / communication,Sciences|Entrepreneuriat / business,Atelier / usine,Technique / ingenierie|Gestion / management,EMP
syn-02734,C,5,5,1,3,Physique-Chimie|Economie / Gestion,Analyse de donnees / logique|Creativite / design,Finance / comptabilite|Droit / justice|Art / design / audiovisuel|Sciences,Mixte,Entrepreneur / independant,ISAIA
syn-02735,A2,3,2,4,3,Francais / Litterature|Sport,Creativite / design|Travail en equipe|Organisation / gestion de projet,BTP / construction|Sante / social,Laboratoire,Recherche / enseignement|Technique / ingenierie,DTJA
syn-02736,L,3,2,3,3,Histoire-Geographie|Langues etrangeres|Sport,Creativite / design|Vente / negociation,Droit / justice|Communication / medias,Mixte,Recherche / enseignement,TEH
syn-02737,D,3,4,2,4,Mathematiques|Sport,Electronique / bricolage technique|Organisation / gestion de projet,Sciences|Finance / comptabilite,Laboratoire,Creation / design,ISAIA
syn-02738,Technique industrielle,3,4,3,1,Informatique / Technologie|Langues etrangeres,Redaction / communication|Electronique / bricolage technique|Programmation|Travail en equipe,Technologie / informatique|Communication / medias,Bureau,Recherche / enseignement|Creation / design,IMTICIA
syn-02739,D,1,3,3,3,Histoire-Geographie|Francais / Litterature,Vente / negociation|Redaction / communication|Analyse de donnees / logique|Programmation,Droit / justice|Technologie / informatique|Finance / comptabilite,Atelier / usine,Commerce / relation client|Recherche / enseignement,DTJA
syn-02740,Technique industrielle,3,5,2,3,Economie / Gestion|SVT,Programmation|Redaction / communication|Organisation / gestion de projet,Tourisme / hotellerie|Finance / comptabilite|BTP / construction,Mixte,Creation / design|Recherche / enseignement,EMP
syn-02741,C,3,4,3,4,Francais / Litterature|Physique-Chimie|Mathematiques,Organisation / gestion de projet|Analyse de donnees / logique|Electronique / bricolage technique,BTP / construction|Entrepreneuriat / business|Finance / comptabilite|Art / design / audiovisuel,Laboratoire,Gestion / management|Creation / design,FIC
syn-02742,A1,2,2,3,4,Economie / Gestion|Sport,Organisation / gestion de projet|Redaction / communication|Travail en equipe,Art / design / audiovisuel|Finance / comptabilite|Entrepreneuriat / business|Communication / medias,Bureau,Technique / ingenierie|Recherche / enseignement,CAA
syn-02743,S,3,3,2,3,Informatique / Technologie|SVT|Arts,Vente / negociation|Analyse de donnees / logique,Technologie / informatique|Sciences,Bureau,Commerce / relation client,IGGLIA
syn-02744,A2,2,2,2,3,Physique-Chimie|Francais / Litterature,Electronique / bricolage technique|Redaction / communication|Travail en equipe|Analyse de donnees / logique,Sciences|Tourisme / hotellerie|Technologie / informatique|Droit / justice,Terrain / exterieur,Entrepreneur / independant,TEH
syn-02745,Technique agricole,3,5,3,1,SVT|Arts|Physique-Chimie,Electronique / bricolage technique|Analyse de donnees / logique,BTP / construction|Art / design / audiovisuel,Mixte,Technique / ingenierie|Entrepreneur / independant,AEE
syn-02746,L,2,2,3,2,SVT|Sport,Analyse de donnees / logique|Vente / negociation,Sante / social|Entrepreneuriat / business|Finance / comptabilite|Sciences,Mixte,Gestion / management|Commerce / relation client,CAA
syn-02747,Technique industrielle,4,3,3,3,Mathematiques|Arts,Creativite / design|Analyse de donnees / logique|Travail en equipe|Vente / negociation,Finance / comptabilite|Art / design / audiovisuel,Bureau,Creation / design,IMTICIA
syn-02748,A2,3,5,3,3,Mathematiques|Francais / Litterature,Vente / negociation|Redaction / communication|Organisation / gestion de projet,Droit / justice|Finance / comptabilite,Bureau,Recherche / enseignement,DTJA
syn-02749,D,3,4,3,3,Physique-Chimie|Histoire-Geographie,Electronique / bricolage technique|Travail en equipe|Redaction / communication,Tourisme / hotellerie|Communication / medias|Droit / justice|Sciences,Mixte,Commerce / relation client,DTJA
syn-02750,S,3,2,4,3,Histoire-Geographie|Arts,Creativite / design|Redaction / communication|Organisation / gestion de projet,Entrepreneuriat / business|Tourisme / hotellerie,Mixte,Recherche / enseignement,TEH
syn-02751,S,3,4,3,3,Economie / Gestion|SVT|Francais / Litterature,Organisation / gestion de projet|Redaction / communication|Electronique / bricolage technique|Vente / negociation,Droit / justice|Art / design / audiovisuel,Mixte,Entrepreneur / independant,CAA
syn-02752,Technique industrielle,4,3,3,4,Mathematiques|SVT|Sport,Organisation / gestion de projet|Travail en equipe|Electronique / bricolage technique,Agriculture / environnement|Sciences,Laboratoire,Gestion / management|Creation / design,FIC
syn-02753,S,4,3,2,2,Mathematiques|Langues etrangeres,Electronique / bricolage technique|Programmation,Communication / medias|Sciences|Agriculture / environnement|Art / design / audiovisuel,Mixte,Creation / design,ISAIA
syn-02754,A1,2,2,4,4,Sport|Francais / Litterature,Redaction / communication|Programmation|Vente / negociation|Travail en equipe,Finance / comptabilite|Sciences|Communication / medias,Bureau,Recherche / enseignement|Gestion / management,CAA
syn-02755,D,3,4,3,3,Physique-Chimie|Sport|Arts,Creativite / design|Analyse de donnees / logique|Vente / negociation|Programmation,BTP / construction|Sciences,Bureau,Gestion / management|Recherche / enseignement,ISAIA
syn-02756,A2,4,3,5,4,Physique-Chimie|Informatique / Technologie,Electronique / bricolage technique|Organisation / gestion de projet,Technologie / informatique|Sciences|Droit / justice,Bureau,Creation / design|Entrepreneur / independant,DTJA
syn-02757,D,2,5,2,2,Physique-Chimie|SVT,Vente / negociation|Organisation / gestion de projet,Agriculture / environnement|BTP / construction|Art / design / audiovisuel|Tourisme / hotellerie,Bureau,Creation / design,AEE
syn-02758,S,5,5,1,2,Mathematiques|Sport,Electronique / bricolage technique|Analyse de donnees / logique|Travail en equipe,Entrepreneuriat / business|Finance / comptabilite,Terrain / exterieur,Commerce / relation client|Recherche / enseignement,ISAIA
syn-02759,A1,2,4,4,3,Economie / Gestion|Sport,Organisation / gestion de projet|Electronique / bricolage technique,Finance / comptabilite|Agriculture / environnement|Entrepreneuriat / business,Bureau,Gestion / management,EMP
syn-02760,D,2,3,3,3,Arts|SVT|Informatique / Technologie,Organisation / gestion de projet|Creativite / design|Redaction / communication,Agriculture / environnement|Technologie / informatique|Art / design / audiovisuel|Droit / justice,Bureau,Recherche / enseignement,IMTICIA
syn-02761,D,1,5,3,3,Mathematiques|Economie / Gestion|Langues etrangeres,Redaction / communication|Electronique / bricolage technique,Tourisme / hotellerie|Communication / medias,Mixte,Entrepreneur / independant,EMII
syn-02762,C,5,3,2,4,Arts|Sport,Travail en equipe|Redaction / communication,Art / design / audiovisuel|Communication / medias,Terrain / exterieur,Entrepreneur / independant,IMTICIA
syn-02763,S,4,5,3,2,SVT|Sport|Francais / Litterature,Travail en equipe|Redaction / communication|Vente / negociation,Technologie / informatique|Agriculture / environnement|Sciences,Mixte,Creation / design,IAA
syn-02764,C,4,3,4,3,Arts|Mathematiques,Redaction / communication|Analyse de donnees / logique,Finance / comptabilite|Communication / medias|Agriculture / environnement|Tourisme / hotellerie,Terrain / exterieur,Technique / ingenierie,TEE
syn-02765,Technique industrielle,3,5,4,2,Physique-Chimie|Sport|SVT,Analyse de donnees / logique|Travail en equipe|Redaction / communication,Agriculture / environnement|Sciences,Mixte,Technique / ingenierie|Creation / design,ICMP
syn-02766,S,4,3,3,2,Physique-Chimie|SVT|Francais / Litterature,Programmation|Electronique / bricolage technique,BTP / construction|Agriculture / environnement,Terrain / exterieur,Gestion / management,GCA
syn-02767,A1,2,4,4,4,Histoire-Geographie|Langues etrangeres|SVT,Vente / negociation|Programmation|Creativite / design,Tourisme / hotellerie|Finance / comptabilite|Sante / social,Terrain / exterieur,Technique / ingenierie|Commerce / relation client,TEH
syn-02768,D,3,4,3,5,Histoire-Geographie|Francais / Litterature,Electronique / bricolage technique|Travail en equipe,Tourisme / hotellerie|BTP / construction|Finance / comptabilite|Communication / medias,Mixte,Gestion / management|Technique / ingenierie,EMP
syn-02769,Technique agricole,5,4,3,4,Francais / Litterature|Langues etrangeres,Creativite / design|Redaction / communication,Tourisme / hotellerie|Communication / medias|Droit / justice,Terrain / exterieur,Commerce / relation client|Recherche / enseignement,TEH
syn-02770,S,5,3,3,3,Arts|SVT|Informatique / Technologie,Electronique / bricolage technique|Organisation / gestion de projet|Vente / negociation,Technologie / informatique|Entrepreneuriat / business|Agriculture / environnement|Sante / social,Terrain / exterieur,Entrepreneur / independant|Commerce / relation client,AEE
syn-02771,A2,3,3,3,4,Economie / Gestion|Francais / Litterature|Arts,Redaction / communication|Vente / negociation,Art / design / audiovisuel|Droit / justice|Entrepreneuriat / business,Laboratoire,Recherche / enseignement|Entrepreneur / independant,CAA
syn-02772,A1,1,2,4,3,Physique-Chimie|Economie / Gestion,Organisation / gestion de projet|Vente / negociation|Electronique / bricolage technique,Finance / comptabilite|BTP / construction|Art / design / audiovisuel|Sciences,Terrain / exterieur,Technique / ingenierie,CAA
syn-02773,A1,3,3,3,2,Physique-Chimie|SVT,Travail en equipe|Analyse de donnees / logique|Electronique / bricolage technique,Technologie / informatique|Tourisme / hotellerie|Sante / social|Agriculture / environnement,Mixte,Creation / design|Entrepreneur / independant,TEE
syn-02774,S,4,4,4,1,Histoire-Geographie|SVT,Redaction / communication|Travail en equipe|Vente / negociation,Agriculture / environnement|Droit / justice|Tourisme / hotellerie|Sante / social,Bureau,Technique / ingenierie,TEE
syn-02775,S,4,4,4,2,Sport|Histoire-Geographie|Mathematiques,Analyse de donnees / logique|Creativite / design|Travail en equipe,Droit / justice|Sciences|Tourisme / hotellerie|Technologie / informatique,Terrain / exterieur,Entrepreneur / independant,TEH
syn-02776,C,5,3,2,2,Physique-Chimie|SVT|Arts,Creativite / design|Analyse de donnees / logique|Vente / negociation,Communication / medias|BTP / construction|Art / design / audiovisuel|Agriculture / environnement,Mixte,Recherche / enseignement,GCA
syn-02777,A1,2,2,5,3,Physique-Chimie|Langues etrangeres,Vente / negociation|Electronique / bricolage technique,Communication / medias|Tourisme / hotellerie,Terrain / exterieur,Commerce / relation client,TEH
syn-02778,S,4,3,3,4,Francais / Litterature|Economie / Gestion,Vente / negociation|Redaction / communication,Agriculture / environnement|Entrepreneuriat / business,Mixte,Recherche / enseignement,CAA
syn-02779,A2,3,3,3,3,Economie / Gestion|Langues etrangeres,Organisation / gestion de projet|Analyse de donnees / logique|Vente / negociation|Redaction / communication,Finance / comptabilite|Art / design / audiovisuel|Entrepreneuriat / business|Sciences,Bureau,Commerce / relation client|Creation / design,CAA
syn-02780,L,4,3,3,5,Mathematiques|Economie / Gestion,Analyse de donnees / logique|Vente / negociation,Finance / comptabilite|Sante / social|Sciences|Communication / medias,Atelier / usine,Creation / design,FIC
syn-02781,A2,1,3,4,4,Economie / Gestion|Physique-Chimie|Langues etrangeres,Vente / negociation|Redaction / communication,Entrepreneuriat / business|Sciences,Atelier / usine,Technique / ingenierie|Entrepreneur / independant,CAA
